driver_id,date,hour,day_of_week,is_weekend,total_trips,total_canceled_trips,total_minutes_worked,total_earnings,average_surge,any_rain,weather,is_event,competition_index
D0001,2025-10-19,17,6,1,4,1,74,61.510000000000005,1.34125,0,clear,1,0.44
D0001,2025-10-19,18,6,1,3,0,76,59.47,1.3373333333333335,0,clear,1,0.44
D0001,2025-10-19,19,6,1,4,0,78,62.36,1.34,0,clear,1,0.44
D0001,2025-10-20,16,0,0,1,0,22,13.42,1.104,1,rain,0,0.42
D0001,2025-10-20,17,0,0,5,0,133,85.28,1.11,1,rain,0,0.42
D0001,2025-10-20,18,0,0,2,0,45,29.979999999999997,1.1110000000000002,1,rain,0,0.42
D0001,2025-10-21,16,1,0,1,0,9,7.62,1.0,0,clear,0,0.62
D0001,2025-10-21,17,1,0,1,0,34,16.94,1.0,0,clear,0,0.62
D0001,2025-10-21,18,1,0,3,0,82,46.58,1.0013333333333334,0,clear,0,0.62
D0001,2025-10-21,19,1,0,3,0,70,48.88,1.0,0,clear,0,0.62
D0001,2025-10-22,9,2,0,1,0,13,9.31,1.0,0,clear,0,0.65
D0001,2025-10-22,11,2,0,1,0,19,11.56,1.0,0,clear,0,0.65
D0001,2025-10-22,15,2,0,1,0,34,18.07,1.0,0,clear,0,0.65
D0001,2025-10-22,16,2,0,2,0,36,29.45,1.0,0,clear,0,0.65
D0001,2025-10-22,17,2,0,3,0,35,50.879999999999995,1.0,0,clear,0,0.65
D0001,2025-10-23,9,3,0,2,0,56,30.089999999999996,1.0,0,clear,0,0.58
D0001,2025-10-23,10,3,0,3,0,73,43.14,1.0,0,clear,0,0.58
D0001,2025-10-23,16,3,0,2,0,18,27.22,1.0,0,clear,0,0.58
D0001,2025-10-24,8,4,0,2,0,28,19.42,1.0545,0,clear,0,0.48
D0001,2025-10-24,9,4,0,5,0,101,67.29,1.0592,0,clear,0,0.48
D0001,2025-10-24,15,4,0,2,0,34,31.65,1.0590000000000002,0,clear,0,0.48
D0001,2025-10-25,15,5,1,1,0,17,11.75,1.151,0,clear,1,0.41
D0001,2025-10-25,16,5,1,1,0,23,16.14,1.144,0,clear,1,0.41
D0001,2025-10-25,17,5,1,3,0,52,45.730000000000004,1.1506666666666667,0,clear,1,0.41
D0001,2025-10-25,18,5,1,2,0,45,32.08,1.154,0,clear,1,0.41
D0001,2025-10-25,19,5,1,1,0,29,22.58,1.151,0,clear,1,0.41
D0001,2025-10-25,20,5,1,1,0,23,14.44,1.144,0,clear,1,0.41
D0001,2025-10-26,17,6,1,4,1,79,75.9,1.5715,1,rain,1,0.33
D0001,2025-10-26,18,6,1,5,0,100,106.42,1.5704,1,rain,1,0.33
D0001,2025-10-26,19,6,1,3,0,48,52.44,1.5686666666666664,1,rain,1,0.33
D0001,2025-10-26,20,6,1,1,0,17,16.01,1.562,1,rain,1,0.33
