driver_id,date,hour,day_of_week,is_weekend,total_trips,total_canceled_trips,total_minutes_worked,total_earnings,average_surge,any_rain,weather,is_event,competition_index
D0010,2025-09-28,19,6,1,1,0,2,9.05,1.186,0,clear,1,0.44
D0010,2025-09-29,15,0,0,1,0,12,8.14,1.0,0,clear,0,0.53
D0010,2025-09-29,16,0,0,1,0,16,7.06,1.0,0,clear,0,0.53
D0010,2025-09-29,17,0,0,4,0,77,41.29,1.0,0,clear,0,0.53
D0010,2025-09-29,18,0,0,2,0,23,20.0,1.0,0,clear,0,0.53
D0010,2025-09-30,8,1,0,2,0,58,21.62,1.0015,0,clear,0,0.62
D0010,2025-09-30,9,1,0,6,0,169,68.16,1.0025,0,clear,0,0.62
D0010,2025-10-01,8,2,0,2,0,41,18.47,1.0074999999999998,0,clear,0,0.65
D0010,2025-10-01,9,2,0,1,0,29,10.24,1.004,0,clear,0,0.65
D0010,2025-10-01,10,2,0,3,0,64,26.07,1.0016666666666667,0,clear,0,0.65
D0010,2025-10-02,16,3,0,1,0,30,15.98,1.256,1,rain,0,0.47
D0010,2025-10-02,17,3,0,3,0,57,38.14,1.2463333333333335,1,rain,0,0.47
D0010,2025-10-02,18,3,0,3,0,71,37.56,1.2546666666666668,1,rain,0,0.47
D0010,2025-10-03,8,4,0,7,0,147,73.63,1.0844285714285715,0,clear,0,0.48
D0010,2025-10-03,9,4,0,1,0,27,10.95,1.1,0,clear,0,0.48
D0010,2025-10-04,8,5,1,4,0,78,48.7,1.2377500000000001,0,clear,1,0.41
D0010,2025-10-04,9,5,1,4,0,80,46.56,1.23875,0,clear,1,0.41
D0010,2025-10-04,11,5,1,1,0,13,13.95,1.241,0,clear,1,0.41
D0010,2025-10-05,8,6,1,2,0,38,24.01,1.4815,1,rain,1,0.33
D0010,2025-10-05,9,6,1,5,1,93,63.900000000000006,1.4696,1,rain,1,0.33
D0010,2025-10-05,10,6,1,1,0,31,15.61,1.466,1,rain,1,0.33
D0010,2025-10-05,11,6,1,1,0,10,9.31,1.463,1,rain,1,0.33
D0010,2025-10-06,9,0,0,1,0,20,8.11,1.0,0,clear,0,0.53
D0010,2025-10-06,10,0,0,4,0,79,33.92,1.0,0,clear,0,0.53
D0010,2025-10-06,11,0,0,1,0,22,10.27,1.0,0,clear,0,0.53
D0010,2025-10-07,8,1,0,5,0,79,45.65,1.2318000000000002,0,clear,1,0.62
D0010,2025-10-07,9,1,0,3,0,40,25.94,1.2283333333333335,0,clear,1,0.62
D0010,2025-10-07,10,1,0,1,0,8,9.47,1.229,0,clear,1,0.62
D0010,2025-10-08,9,2,0,2,0,29,19.31,1.2915,1,rain,0,0.54
D0010,2025-10-08,10,2,0,3,0,40,35.44,1.2876666666666667,1,rain,0,0.54
D0010,2025-10-08,14,2,0,1,0,11,8.02,1.284,1,rain,0,0.54
D0010,2025-10-08,15,2,0,2,0,42,33.31,1.292,1,rain,0,0.54
D0010,2025-10-09,8,3,0,2,0,38,19.310000000000002,1.0335,0,clear,0,0.58
D0010,2025-10-09,9,3,0,4,0,90,41.42,1.0255,0,clear,0,0.58
D0010,2025-10-09,11,3,0,1,0,15,8.13,1.023,0,clear,0,0.58
D0010,2025-10-09,15,3,0,1,0,15,14.49,1.021,0,clear,0,0.58
D0010,2025-10-10,17,4,0,3,0,49,26.87,1.037,0,clear,0,0.48
D0010,2025-10-10,18,4,0,5,0,99,47.63,1.0358,0,clear,0,0.48
D0010,2025-10-10,19,4,0,1,0,25,12.28,1.024,0,clear,0,0.48
D0010,2025-10-11,9,5,1,8,0,175,91.58,1.163125,0,clear,1,0.41
D0010,2025-10-11,10,5,1,1,0,11,12.92,1.153,0,clear,1,0.41
D0010,2025-10-12,17,6,1,2,0,48,25.4,1.124,0,clear,1,0.44
D0010,2025-10-12,18,6,1,5,1,83,43.09,1.1304,0,clear,1,0.44
D0010,2025-10-12,19,6,1,2,0,35,17.53,1.1305,0,clear,1,0.44
D0010,2025-10-13,16,0,0,7,0,120,78.16,1.229142857142857,1,rain,0,0.42
D0010,2025-10-13,17,0,0,1,0,6,10.6,1.224,1,rain,0,0.42
D0010,2025-10-14,8,1,0,3,0,37,19.91,1.0,0,clear,0,0.62
D0010,2025-10-14,9,1,0,3,0,53,28.13,1.0,0,clear,0,0.62
D0010,2025-10-15,10,2,0,3,0,54,29.53,1.0,0,clear,0,0.65
D0010,2025-10-15,11,2,0,1,0,18,8.1,1.0,0,clear,0,0.65
D0010,2025-10-15,14,2,0,2,0,57,27.310000000000002,1.0,0,clear,0,0.65
D0010,2025-10-16,10,3,0,4,0,107,38.019999999999996,1.0,0,clear,0,0.58
D0010,2025-10-16,15,3,0,2,0,16,18.34,1.0,0,clear,0,0.58
D0010,2025-10-17,10,4,0,1,0,23,10.1,1.074,0,clear,0,0.48
D0010,2025-10-17,16,4,0,6,0,133,66.38,1.0778333333333332,0,clear,0,0.48
D0010,2025-10-17,17,4,0,2,0,34,30.42,1.0745,0,clear,0,0.48
D0010,2025-10-18,9,5,1,3,1,93,39.78,1.1606666666666665,0,clear,1,0.41
D0010,2025-10-18,10,5,1,4,0,71,38.92,1.15825,0,clear,1,0.41
D0010,2025-10-18,13,5,1,1,0,9,6.85,1.174,0,clear,1,0.41
D0010,2025-10-18,15,5,1,1,0,10,7.25,1.153,0,clear,1,0.41
D0010,2025-10-19,8,6,1,5,0,142,75.25999999999999,1.2526,0,clear,1,0.44
D0010,2025-10-19,9,6,1,3,0,71,39.56999999999999,1.2433333333333334,0,clear,1,0.44
D0010,2025-10-19,10,6,1,1,0,20,11.0,1.243,0,clear,1,0.44
D0010,2025-10-20,8,0,0,5,0,109,56.42,1.1922000000000001,1,rain,0,0.42
D0010,2025-10-20,9,0,0,1,0,21,10.85,1.183,1,rain,0,0.42
D0010,2025-10-20,10,0,0,1,0,10,7.05,1.185,1,rain,0,0.42
D0010,2025-10-21,8,1,0,3,0,43,22.8,1.0,0,clear,0,0.62
D0010,2025-10-21,9,1,0,4,0,64,32.620000000000005,1.0,0,clear,0,0.62
D0010,2025-10-22,9,2,0,7,0,109,62.11,1.0,0,clear,0,0.65
D0010,2025-10-22,10,2,0,1,0,24,9.34,1.0,0,clear,0,0.65
D0010,2025-10-23,16,3,0,3,0,70,28.02,1.0,0,clear,0,0.58
D0010,2025-10-23,17,3,0,3,0,31,25.55,1.0,0,clear,0,0.58
D0010,2025-10-23,18,3,0,1,0,1,6.92,1.0,0,clear,0,0.58
D0010,2025-10-24,9,4,0,5,0,136,65.87,1.0582,0,clear,0,0.48
D0010,2025-10-24,10,4,0,3,0,74,30.26,1.06,0,clear,0,0.48
D0010,2025-10-25,7,5,1,1,0,17,8.39,1.149,0,clear,1,0.41
D0010,2025-10-25,8,5,1,3,0,56,32.07,1.1340000000000001,0,clear,1,0.41
D0010,2025-10-25,9,5,1,6,1,108,55.36,1.132,0,clear,1,0.41
D0010,2025-10-26,7,6,1,1,0,16,12.64,1.67,1,rain,1,0.33
D0010,2025-10-26,8,6,1,5,1,127,82.07,1.6789999999999998,1,rain,1,0.33
D0010,2025-10-26,9,6,1,4,0,81,61.0,1.683,1,rain,1,0.33
D0010,2025-10-26,10,6,1,1,0,23,15.5,1.672,1,rain,1,0.33
