driver_id,date,hour,day_of_week,is_weekend,total_trips,total_canceled_trips,total_minutes_worked,total_earnings,average_surge,any_rain,weather,is_event,competition_index
D0004,2025-10-03,17,4,0,2,0,55,35.13,1.0065,0,clear,0,0.48
D0004,2025-10-03,18,4,0,5,0,98,68.68,1.0076,0,clear,0,0.48
D0004,2025-10-03,19,4,0,3,0,50,32.69,1.011,0,clear,0,0.48
D0004,2025-10-04,9,5,1,2,0,56,38.43,1.2215,0,clear,1,0.41
D0004,2025-10-04,10,5,1,2,0,50,36.91,1.2345000000000002,0,clear,1,0.41
D0004,2025-10-04,11,5,1,1,0,22,19.06,1.225,0,clear,1,0.41
D0004,2025-10-04,16,5,1,4,0,90,77.08,1.229,0,clear,1,0.41
D0004,2025-10-04,17,5,1,2,0,17,34.46,1.2305000000000001,0,clear,1,0.41
D0004,2025-10-05,17,6,1,6,0,138,121.32,1.4743333333333333,1,rain,1,0.33
D0004,2025-10-05,18,6,1,3,0,72,63.010000000000005,1.479,1,rain,1,0.33
D0004,2025-10-05,19,6,1,4,0,86,84.94,1.479,1,rain,1,0.33
D0004,2025-10-06,17,0,0,4,0,93,58.14,1.0,0,clear,0,0.53
D0004,2025-10-06,18,0,0,3,0,31,45.99,1.0,0,clear,0,0.53
D0004,2025-10-07,8,1,0,5,0,106,86.62,1.2474,0,clear,1,0.62
D0004,2025-10-07,9,1,0,3,0,44,35.96,1.2449999999999999,0,clear,1,0.62
D0004,2025-10-08,17,2,0,1,0,22,16.55,1.277,1,rain,0,0.54
D0004,2025-10-08,18,2,0,2,0,40,33.43,1.273,1,rain,0,0.54
D0004,2025-10-08,19,2,0,4,0,114,78.4,1.271,1,rain,0,0.54
D0004,2025-10-08,20,2,0,1,0,19,16.46,1.277,1,rain,0,0.54
D0004,2025-10-09,10,3,0,1,0,26,14.62,1.0,0,clear,0,0.58
D0004,2025-10-09,16,3,0,4,0,84,59.56,1.0,0,clear,0,0.58
D0004,2025-10-09,17,3,0,2,0,37,25.46,1.0,0,clear,0,0.58
D0004,2025-10-09,18,3,0,1,0,1,14.15,1.0,0,clear,0,0.58
D0004,2025-10-10,17,4,0,4,0,89,54.88,1.06125,0,clear,0,0.48
D0004,2025-10-10,18,4,0,4,0,97,65.93,1.062,0,clear,0,0.48
D0004,2025-10-10,19,4,0,3,0,72,44.63,1.0693333333333335,0,clear,0,0.48
D0004,2025-10-11,10,5,1,3,0,76,51.510000000000005,1.1396666666666666,0,clear,1,0.41
D0004,2025-10-11,11,5,1,1,0,22,14.27,1.142,0,clear,1,0.41
D0004,2025-10-11,15,5,1,1,0,27,16.24,1.142,0,clear,1,0.41
D0004,2025-10-11,17,5,1,2,0,52,34.19,1.15,0,clear,1,0.41
D0004,2025-10-11,18,5,1,4,0,83,62.53,1.1425,0,clear,1,0.41
D0004,2025-10-12,16,6,1,1,0,15,12.54,1.173,0,clear,1,0.44
D0004,2025-10-12,17,6,1,4,0,69,50.629999999999995,1.1824999999999999,0,clear,1,0.44
D0004,2025-10-12,18,6,1,6,0,141,98.88,1.171,0,clear,1,0.44
D0004,2025-10-12,19,6,1,2,0,36,32.94,1.1715,0,clear,1,0.44
D0004,2025-10-13,14,0,0,1,0,24,15.14,1.236,1,rain,0,0.42
D0004,2025-10-13,17,0,0,2,0,44,32.3,1.2160000000000002,1,rain,0,0.42
D0004,2025-10-13,18,0,0,5,0,97,71.02,1.2212,1,rain,0,0.42
D0004,2025-10-14,11,1,0,1,0,27,12.93,1.0,0,clear,0,0.62
D0004,2025-10-14,16,1,0,1,0,15,9.8,1.0,0,clear,0,0.62
D0004,2025-10-14,17,1,0,5,0,110,75.05,1.0,0,clear,0,0.62
D0004,2025-10-15,9,2,0,3,0,49,33.480000000000004,1.0,0,clear,0,0.65
D0004,2025-10-15,10,2,0,3,0,69,42.71,1.0,0,clear,0,0.65
D0004,2025-10-15,16,2,0,1,0,4,10.77,1.0,0,clear,0,0.65
D0004,2025-10-16,8,3,0,3,0,57,44.21,1.023,0,clear,0,0.58
D0004,2025-10-16,9,3,0,3,0,64,42.75,1.0250000000000001,0,clear,0,0.58
D0004,2025-10-16,10,3,0,1,0,13,8.65,1.022,0,clear,0,0.58
D0004,2025-10-16,15,3,0,1,0,12,9.15,1.025,0,clear,0,0.58
D0004,2025-10-17,16,4,0,1,0,18,10.04,1.033,0,clear,0,0.48
D0004,2025-10-17,17,4,0,1,0,19,12.44,1.024,0,clear,0,0.48
D0004,2025-10-17,18,4,0,5,0,100,64.62,1.0206,0,clear,0,0.48
D0004,2025-10-17,19,4,0,1,0,16,12.06,1.033,0,clear,0,0.48
D0004,2025-10-18,16,5,1,1,0,22,16.36,1.14,0,clear,1,0.41
D0004,2025-10-18,17,5,1,3,0,61,38.81,1.1413333333333333,0,clear,1,0.41
D0004,2025-10-18,18,5,1,6,0,121,84.23,1.148,0,clear,1,0.41
D0004,2025-10-18,19,5,1,4,0,83,66.19,1.1372499999999999,0,clear,1,0.41
D0004,2025-10-19,8,6,1,4,0,73,64.91,1.343,0,clear,1,0.44
D0004,2025-10-19,9,6,1,5,0,113,93.31,1.3568000000000002,0,clear,1,0.44
D0004,2025-10-19,14,6,1,1,0,31,20.01,1.34,0,clear,1,0.44
D0004,2025-10-20,11,0,0,1,0,28,18.84,1.147,1,rain,0,0.42
D0004,2025-10-20,13,0,0,1,0,19,13.43,1.146,1,rain,0,0.42
D0004,2025-10-20,14,0,0,1,0,14,11.65,1.157,1,rain,0,0.42
D0004,2025-10-20,15,0,0,2,0,46,36.92,1.162,1,rain,0,0.42
D0004,2025-10-20,16,0,0,2,0,47,31.880000000000003,1.1585,1,rain,0,0.42
D0004,2025-10-21,17,1,0,1,0,13,10.23,1.0,0,clear,0,0.62
D0004,2025-10-21,18,1,0,2,0,46,26.52,1.0,0,clear,0,0.62
D0004,2025-10-21,19,1,0,3,0,76,43.83,1.0,0,clear,0,0.62
D0004,2025-10-22,9,2,0,3,0,55,37.08,1.0,0,clear,0,0.65
D0004,2025-10-22,10,2,0,1,0,32,19.03,1.0,0,clear,0,0.65
D0004,2025-10-22,15,2,0,1,0,11,11.76,1.0,0,clear,0,0.65
D0004,2025-10-22,16,2,0,1,0,25,12.83,1.0,0,clear,0,0.65
D0004,2025-10-22,17,2,0,2,0,5,31.98,1.0,0,clear,0,0.65
D0004,2025-10-23,17,3,0,3,0,66,38.370000000000005,1.0170000000000001,0,clear,0,0.58
D0004,2025-10-23,18,3,0,5,0,139,87.61,1.0116,0,clear,0,0.58
D0004,2025-10-24,7,4,0,1,0,27,14.48,1.077,0,clear,0,0.48
D0004,2025-10-24,8,4,0,2,0,61,36.68,1.0790000000000002,0,clear,0,0.48
D0004,2025-10-24,9,4,0,3,0,48,34.51,1.084666666666667,0,clear,0,0.48
D0004,2025-10-24,10,4,0,2,0,22,17.490000000000002,1.084,0,clear,0,0.48
D0004,2025-10-25,7,5,1,1,0,9,9.26,1.134,0,clear,1,0.41
D0004,2025-10-25,8,5,1,5,0,119,76.79,1.1363999999999999,0,clear,1,0.41
D0004,2025-10-25,9,5,1,5,0,106,72.99000000000001,1.1374,0,clear,1,0.41
D0004,2025-10-26,8,6,1,8,0,144,149.33,1.60525,1,rain,1,0.33
D0004,2025-10-26,9,6,1,4,0,86,81.57,1.60725,1,rain,1,0.33
D0004,2025-10-26,10,6,1,2,0,36,31.14,1.5985,1,rain,1,0.33
