driver_id,date,hour,day_of_week,is_weekend,total_trips,total_canceled_trips,total_minutes_worked,total_earnings,average_surge,any_rain,weather,is_event,competition_index
D0009,2025-09-28,8,6,1,1,0,29,15.11,1.294,0,clear,1,0.44
D0009,2025-09-28,9,6,1,6,0,120,86.07,1.2973333333333332,0,clear,1,0.44
D0009,2025-09-29,8,0,0,3,0,44,25.810000000000002,1.0003333333333333,0,clear,0,0.53
D0009,2025-09-29,9,0,0,3,0,47,28.79,1.0003333333333333,0,clear,0,0.53
D0009,2025-09-30,8,1,0,2,0,35,23.92,1.0,0,clear,0,0.62
D0009,2025-09-30,9,1,0,2,0,41,24.85,1.0,0,clear,0,0.62
D0009,2025-10-01,15,2,0,5,0,50,45.04,1.0144,0,clear,0,0.65
D0009,2025-10-02,9,3,0,4,0,72,57.86,1.309,1,rain,0,0.47
D0009,2025-10-02,10,3,0,1,0,21,13.4,1.303,1,rain,0,0.47
D0009,2025-10-03,7,4,0,1,0,33,14.68,1.0,0,clear,0,0.48
D0009,2025-10-03,8,4,0,2,0,65,30.05,1.0,0,clear,0,0.48
D0009,2025-10-03,9,4,0,3,0,59,30.52,1.0003333333333333,0,clear,0,0.48
D0009,2025-10-03,10,4,0,1,0,14,8.3,1.0,0,clear,0,0.48
D0009,2025-10-04,7,5,1,1,0,30,17.65,1.303,0,clear,1,0.41
D0009,2025-10-04,8,5,1,3,0,65,49.53,1.3003333333333333,0,clear,1,0.41
D0009,2025-10-04,9,5,1,5,0,108,77.96000000000001,1.3017999999999998,0,clear,1,0.41
D0009,2025-10-05,10,6,1,4,0,104,83.93,1.47775,1,rain,1,0.33
D0009,2025-10-05,11,6,1,1,0,11,11.51,1.471,1,rain,1,0.33
D0009,2025-10-05,15,6,1,3,0,61,47.01,1.4846666666666666,1,rain,1,0.33
D0009,2025-10-06,8,0,0,3,0,57,28.729999999999997,1.0,0,clear,0,0.53
D0009,2025-10-06,9,0,0,2,0,21,14.3,1.0,0,clear,0,0.53
D0009,2025-10-07,16,1,0,2,0,52,29.15,1.169,0,clear,1,0.62
D0009,2025-10-07,17,1,0,1,0,16,11.2,1.171,0,clear,1,0.62
D0009,2025-10-07,18,1,0,3,0,61,39.57,1.163,0,clear,1,0.62
D0009,2025-10-07,19,1,0,1,0,1,18.14,1.163,0,clear,1,0.62
D0009,2025-10-08,8,2,0,1,0,34,18.07,1.259,1,rain,0,0.54
D0009,2025-10-08,9,2,0,3,0,52,35.53,1.256,1,rain,0,0.54
D0009,2025-10-08,10,2,0,1,0,32,17.68,1.27,1,rain,0,0.54
D0009,2025-10-09,16,3,0,2,0,55,22.58,1.0,0,clear,0,0.58
D0009,2025-10-09,17,3,0,3,0,76,37.4,1.0,0,clear,0,0.58
D0009,2025-10-10,8,4,0,3,0,65,33.82,1.0016666666666667,0,clear,0,0.48
D0009,2025-10-10,9,4,0,4,0,93,49.9,1.0,0,clear,0,0.48
D0009,2025-10-11,8,5,1,5,0,118,68.52,1.1446,0,clear,1,0.41
D0009,2025-10-11,9,5,1,3,0,69,37.53,1.148,0,clear,1,0.41
D0009,2025-10-12,9,6,1,1,0,12,9.22,1.116,0,clear,1,0.44
D0009,2025-10-12,10,6,1,1,0,13,8.58,1.116,0,clear,1,0.44
D0009,2025-10-12,14,6,1,1,0,13,8.13,1.121,0,clear,1,0.44
D0009,2025-10-12,15,6,1,2,0,43,23.32,1.12,0,clear,1,0.44
D0009,2025-10-12,16,6,1,4,0,58,41.59,1.1165,0,clear,1,0.44
D0009,2025-10-13,8,0,0,1,0,19,12.74,1.253,1,rain,0,0.42
D0009,2025-10-13,9,0,0,4,0,99,56.8,1.25075,1,rain,0,0.42
D0009,2025-10-14,8,1,0,1,0,32,12.91,1.021,0,clear,0,0.62
D0009,2025-10-14,9,1,0,3,0,56,34.51,1.006,0,clear,0,0.62
D0009,2025-10-14,10,1,0,1,0,28,15.4,1.012,0,clear,0,0.62
D0009,2025-10-15,10,2,0,2,0,42,22.41,1.0085,0,clear,0,0.65
D0009,2025-10-15,11,2,0,2,0,35,18.5,1.002,0,clear,0,0.65
D0009,2025-10-15,14,2,0,1,0,4,9.06,1.0,0,clear,0,0.65
D0009,2025-10-16,16,3,0,1,0,22,11.82,1.0,0,clear,0,0.58
D0009,2025-10-16,17,3,0,2,0,32,17.32,1.0,0,clear,0,0.58
D0009,2025-10-16,18,3,0,2,0,40,19.87,1.0,0,clear,0,0.58
D0009,2025-10-17,8,4,0,5,0,82,55.77,1.0916000000000001,0,clear,0,0.48
D0009,2025-10-17,9,4,0,2,0,40,23.03,1.101,0,clear,0,0.48
D0009,2025-10-18,9,5,1,4,0,88,52.25,1.15625,0,clear,1,0.41
D0009,2025-10-18,10,5,1,3,0,43,32.36,1.1516666666666666,0,clear,1,0.41
D0009,2025-10-18,15,5,1,1,0,11,13.86,1.159,0,clear,1,0.41
D0009,2025-10-19,8,6,1,3,0,45,38.21,1.357,0,clear,1,0.44
D0009,2025-10-19,9,6,1,3,0,53,42.0,1.3523333333333334,0,clear,1,0.44
D0009,2025-10-19,10,6,1,1,0,12,10.04,1.359,0,clear,1,0.44
D0009,2025-10-19,11,6,1,1,0,13,11.15,1.371,0,clear,1,0.44
D0009,2025-10-20,10,0,0,1,0,18,10.7,1.17,1,rain,0,0.42
D0009,2025-10-20,15,0,0,2,0,44,23.34,1.1635,1,rain,0,0.42
D0009,2025-10-20,16,0,0,4,0,32,37.39,1.16525,1,rain,0,0.42
D0009,2025-10-21,7,1,0,1,0,21,10.4,1.0,0,clear,0,0.62
D0009,2025-10-21,8,1,0,2,0,27,16.1,1.0,0,clear,0,0.62
D0009,2025-10-21,9,1,0,3,0,48,26.15,1.0,0,clear,0,0.62
D0009,2025-10-21,10,1,0,1,0,21,14.85,1.0,0,clear,0,0.62
D0009,2025-10-22,17,2,0,2,0,39,23.52,1.0030000000000001,0,clear,0,0.65
D0009,2025-10-22,18,2,0,2,0,40,18.4,1.0,0,clear,0,0.65
D0009,2025-10-22,19,2,0,1,0,8,6.09,1.0,0,clear,0,0.65
D0009,2025-10-23,9,3,0,1,0,11,12.39,1.0,0,clear,0,0.58
D0009,2025-10-23,10,3,0,2,0,56,23.89,1.0,0,clear,0,0.58
D0009,2025-10-23,15,3,0,3,0,22,38.36,1.0,0,clear,0,0.58
D0009,2025-10-24,17,4,0,3,0,72,33.28,1.0253333333333334,0,clear,0,0.48
D0009,2025-10-24,18,4,0,2,0,16,13.25,1.0194999999999999,0,clear,0,0.48
D0009,2025-10-24,19,4,0,3,0,61,32.22,1.0276666666666667,0,clear,0,0.48
D0009,2025-10-25,8,5,1,2,0,38,22.03,1.154,0,clear,1,0.41
D0009,2025-10-25,9,5,1,6,0,157,90.55,1.1503333333333334,0,clear,1,0.41
D0009,2025-10-25,10,5,1,1,0,18,11.39,1.15,0,clear,1,0.41
D0009,2025-10-26,16,6,1,2,0,54,40.54,1.57,1,rain,1,0.33
D0009,2025-10-26,17,6,1,1,0,15,13.78,1.555,1,rain,1,0.33
D0009,2025-10-26,18,6,1,5,0,127,94.55,1.5622,1,rain,1,0.33
