driver_id,date,hour,day_of_week,is_weekend,total_trips,total_canceled_trips,total_minutes_worked,total_earnings,average_surge,any_rain,weather,is_event,competition_index
D0008,2025-09-21,18,6,1,3,0,77,46.01,1.2663333333333333,0,clear,1,0.44
D0008,2025-09-21,19,6,1,1,0,9,8.64,1.272,0,clear,1,0.44
D0008,2025-09-22,9,0,0,6,0,102,61.39,1.0,0,clear,0,0.53
D0008,2025-09-22,16,0,0,4,0,42,51.96,1.0,0,clear,0,0.53
D0008,2025-09-23,9,1,0,5,0,79,53.5,1.1625999999999999,1,rain,0,0.51
D0008,2025-09-23,10,1,0,5,0,121,62.42,1.1708,1,rain,0,0.51
D0008,2025-09-24,8,2,0,1,0,26,11.82,1.014,0,clear,0,0.65
D0008,2025-09-24,9,2,0,5,0,125,65.03999999999999,1.0206,0,clear,0,0.65
D0008,2025-09-24,10,2,0,4,0,115,50.010000000000005,1.02325,0,clear,0,0.65
D0008,2025-09-24,15,2,0,2,0,30,21.14,1.0175,0,clear,0,0.65
D0008,2025-09-25,10,3,0,1,0,28,10.64,1.0,0,clear,0,0.58
D0008,2025-09-25,15,3,0,1,0,27,13.5,1.0,0,clear,0,0.58
D0008,2025-09-25,16,3,0,7,0,123,63.739999999999995,1.0,0,clear,0,0.58
D0008,2025-09-26,16,4,0,1,0,20,10.73,1.081,0,clear,0,0.48
D0008,2025-09-26,17,4,0,3,0,49,27.27,1.0813333333333333,0,clear,0,0.48
D0008,2025-09-26,18,4,0,8,0,150,77.65,1.0895,0,clear,0,0.48
D0008,2025-09-26,19,4,0,1,0,22,13.26,1.082,0,clear,0,0.48
D0008,2025-09-27,7,5,1,3,0,75,49.03,1.265,0,clear,1,0.41
D0008,2025-09-27,8,5,1,6,0,131,82.21000000000001,1.2668333333333333,0,clear,1,0.41
D0008,2025-09-27,9,5,1,4,0,100,58.05,1.2665,0,clear,1,0.41
D0008,2025-09-27,10,5,1,1,0,26,14.24,1.284,0,clear,1,0.41
D0008,2025-09-27,15,5,1,2,0,24,19.71,1.273,0,clear,1,0.41
D0008,2025-09-27,16,5,1,1,0,1,10.89,1.273,0,clear,1,0.41
D0008,2025-09-28,8,6,1,3,0,42,27.939999999999998,1.234,0,clear,1,0.44
D0008,2025-09-28,9,6,1,5,0,116,66.94,1.232,0,clear,1,0.44
D0008,2025-09-28,10,6,1,3,0,70,37.69,1.2303333333333333,0,clear,1,0.44
D0008,2025-09-28,11,6,1,1,0,10,8.2,1.224,0,clear,1,0.44
D0008,2025-09-28,14,6,1,2,0,34,20.32,1.2345000000000002,0,clear,1,0.44
D0008,2025-09-29,10,0,0,2,0,44,18.92,1.0,0,clear,0,0.53
D0008,2025-09-29,16,0,0,1,0,29,13.0,1.0,0,clear,0,0.53
D0008,2025-09-29,17,0,0,6,0,118,61.269999999999996,1.0,0,clear,0,0.53
D0008,2025-09-29,18,0,0,3,0,25,35.31,1.0,0,clear,0,0.53
D0008,2025-09-30,16,1,0,1,0,15,7.79,1.0,0,clear,0,0.62
D0008,2025-09-30,17,1,0,2,0,64,24.86,1.0,0,clear,0,0.62
D0008,2025-09-30,18,1,0,5,0,99,49.78,1.0,0,clear,0,0.62
D0008,2025-09-30,19,1,0,3,0,70,32.83,1.0,0,clear,0,0.62
D0008,2025-10-01,16,2,0,1,0,32,17.78,1.0,0,clear,0,0.65
D0008,2025-10-01,17,2,0,3,0,75,33.14,1.0,0,clear,0,0.65
D0008,2025-10-01,18,2,0,5,0,91,44.16,1.0,0,clear,0,0.65
D0008,2025-10-01,19,2,0,1,0,23,12.88,1.0,0,clear,0,0.65
D0008,2025-10-02,9,3,0,5,0,129,76.21,1.3146,1,rain,0,0.47
D0008,2025-10-02,10,3,0,4,0,90,56.75,1.3065,1,rain,0,0.47
D0008,2025-10-02,11,3,0,1,0,26,16.88,1.325,1,rain,0,0.47
D0008,2025-10-03,12,4,0,1,0,16,7.73,1.021,0,clear,0,0.48
D0008,2025-10-03,15,4,0,1,0,28,12.55,1.012,0,clear,0,0.48
D0008,2025-10-03,16,4,0,2,0,40,18.01,1.021,0,clear,0,0.48
D0008,2025-10-03,17,4,0,6,0,121,57.37,1.0181666666666667,0,clear,0,0.48
D0008,2025-10-03,18,4,0,2,0,43,26.03,1.0165,0,clear,0,0.48
D0008,2025-10-04,7,5,1,1,0,15,10.6,1.329,0,clear,1,0.41
D0008,2025-10-04,8,5,1,3,0,60,35.51,1.3166666666666667,0,clear,1,0.41
D0008,2025-10-04,9,5,1,6,0,132,84.47,1.3121666666666667,0,clear,1,0.41
D0008,2025-10-04,10,5,1,3,0,73,45.65,1.3083333333333333,0,clear,1,0.41
D0008,2025-10-04,12,5,1,1,0,10,9.38,1.306,0,clear,1,0.41
D0008,2025-10-05,14,6,1,1,0,10,9.42,1.42,1,rain,1,0.33
D0008,2025-10-05,15,6,1,2,0,38,29.75,1.4224999999999999,1,rain,1,0.33
D0008,2025-10-05,17,6,1,9,0,180,134.13,1.427111111111111,1,rain,1,0.33
D0008,2025-10-05,18,6,1,2,0,7,31.69,1.444,1,rain,1,0.33
D0008,2025-10-06,8,0,0,8,0,201,87.3,1.015,0,clear,0,0.53
D0008,2025-10-06,9,0,0,2,0,53,22.9,1.0099999999999998,0,clear,0,0.53
D0008,2025-10-06,14,0,0,1,0,7,13.47,1.01,0,clear,0,0.53
D0008,2025-10-07,17,1,0,7,0,143,93.24,1.2027142857142858,0,clear,1,0.62
D0008,2025-10-07,18,1,0,2,0,39,25.3,1.2075,0,clear,1,0.62
D0008,2025-10-07,19,1,0,3,0,67,38.2,1.2073333333333334,0,clear,1,0.62
D0008,2025-10-08,16,2,0,1,0,18,11.24,1.218,1,rain,0,0.54
D0008,2025-10-08,17,2,0,3,0,88,56.3,1.2066666666666668,1,rain,0,0.54
D0008,2025-10-08,18,2,0,5,0,97,62.23,1.2026,1,rain,0,0.54
D0008,2025-10-08,19,2,0,1,0,3,12.04,1.196,1,rain,0,0.54
D0008,2025-10-09,9,3,0,2,0,34,20.98,1.0085,0,clear,0,0.58
D0008,2025-10-09,10,3,0,3,0,56,33.58,1.0123333333333333,0,clear,0,0.58
D0008,2025-10-09,11,3,0,1,0,15,8.13,1.007,0,clear,0,0.58
D0008,2025-10-09,15,3,0,2,0,34,19.43,1.0045,0,clear,0,0.58
D0008,2025-10-09,16,3,0,1,0,2,5.88,1.013,0,clear,0,0.58
D0008,2025-10-10,8,4,0,5,0,93,50.56,1.0024,0,clear,0,0.48
D0008,2025-10-10,9,4,0,5,0,96,46.9,1.0048,0,clear,0,0.48
D0008,2025-10-10,10,4,0,1,0,13,10.47,1.0,0,clear,0,0.48
D0008,2025-10-11,9,5,1,5,0,88,66.14,1.2231999999999998,0,clear,1,0.41
D0008,2025-10-11,10,5,1,3,0,61,39.629999999999995,1.2226666666666668,0,clear,1,0.41
D0008,2025-10-11,15,5,1,2,0,36,25.42,1.2185000000000001,0,clear,1,0.41
D0008,2025-10-11,16,5,1,4,0,77,50.34,1.2229999999999999,0,clear,1,0.41
D0008,2025-10-12,8,6,1,7,0,126,73.77,1.1621428571428571,0,clear,1,0.44
D0008,2025-10-12,9,6,1,7,0,149,94.11,1.1587142857142856,0,clear,1,0.44
D0008,2025-10-12,10,6,1,1,0,30,14.34,1.176,0,clear,1,0.44
D0008,2025-10-13,17,0,0,5,0,76,53.01,1.1922000000000001,1,rain,0,0.42
D0008,2025-10-13,18,0,0,3,0,46,39.79,1.2026666666666666,1,rain,0,0.42
D0008,2025-10-13,19,0,0,1,0,8,11.04,1.191,1,rain,0,0.42
D0008,2025-10-14,16,1,0,1,0,10,6.76,1.019,0,clear,0,0.62
D0008,2025-10-14,17,1,0,4,0,63,33.41,1.01775,0,clear,0,0.62
D0008,2025-10-14,18,1,0,5,0,99,49.1,1.017,0,clear,0,0.62
D0008,2025-10-15,10,2,0,2,0,31,16.27,1.0,0,clear,0,0.65
D0008,2025-10-15,15,2,0,1,0,28,10.65,1.0,0,clear,0,0.65
D0008,2025-10-15,16,2,0,7,0,158,75.58,1.0,0,clear,0,0.65
D0008,2025-10-15,17,2,0,1,0,3,12.15,1.0,0,clear,0,0.65
D0008,2025-10-16,8,3,0,4,0,64,37.89,1.0,0,clear,0,0.58
D0008,2025-10-16,9,3,0,5,0,97,49.09,1.0,0,clear,0,0.58
D0008,2025-10-16,10,3,0,1,0,17,8.49,1.0,0,clear,0,0.58
D0008,2025-10-17,8,4,0,3,0,52,25.74,1.0253333333333334,0,clear,0,0.48
D0008,2025-10-17,9,4,0,5,0,126,61.6,1.0184000000000002,0,clear,0,0.48
D0008,2025-10-17,15,4,0,1,0,33,11.94,1.015,0,clear,0,0.48
D0008,2025-10-17,16,4,0,3,0,45,29.53,1.0173333333333332,0,clear,0,0.48
D0008,2025-10-18,9,5,1,5,0,85,58.019999999999996,1.2306000000000001,0,clear,1,0.41
D0008,2025-10-18,10,5,1,6,0,127,83.02,1.2298333333333333,0,clear,1,0.41
D0008,2025-10-18,16,5,1,4,0,37,40.46,1.2315,0,clear,1,0.41
D0008,2025-10-19,16,6,1,2,0,57,31.38,1.312,0,clear,1,0.44
D0008,2025-10-19,17,6,1,4,0,69,48.56,1.31425,0,clear,1,0.44
D0008,2025-10-19,18,6,1,8,0,162,102.69,1.316375,0,clear,1,0.44
D0008,2025-10-19,19,6,1,1,0,24,13.48,1.312,0,clear,1,0.44
D0008,2025-10-20,16,0,0,1,0,9,6.95,1.195,1,rain,0,0.42
D0008,2025-10-20,17,0,0,5,0,111,62.5,1.1914,1,rain,0,0.42
D0008,2025-10-20,18,0,0,4,0,58,36.769999999999996,1.2005,1,rain,0,0.42
D0008,2025-10-20,19,0,0,3,0,40,25.84,1.1853333333333333,1,rain,0,0.42
D0008,2025-10-21,17,1,0,1,0,10,6.24,1.0,0,clear,0,0.62
D0008,2025-10-21,18,1,0,4,0,100,46.92,1.0,0,clear,0,0.62
D0008,2025-10-21,19,1,0,4,0,71,33.16,1.0,0,clear,0,0.62
D0008,2025-10-22,8,2,0,5,0,120,58.16,1.0,0,clear,0,0.65
D0008,2025-10-22,9,2,0,4,0,91,44.09,1.0,0,clear,0,0.65
D0008,2025-10-22,10,2,0,1,0,26,11.93,1.0,0,clear,0,0.65
D0008,2025-10-23,10,3,0,2,0,26,14.92,1.024,0,clear,0,0.58
D0008,2025-10-23,15,3,0,1,0,23,10.66,1.019,0,clear,0,0.58
D0008,2025-10-23,16,3,0,5,0,87,47.87,1.027,0,clear,0,0.58
D0008,2025-10-23,17,3,0,2,0,12,25.729999999999997,1.025,0,clear,0,0.58
D0008,2025-10-24,10,4,0,1,0,29,12.95,1.092,0,clear,0,0.48
D0008,2025-10-24,15,4,0,1,0,9,9.95,1.086,0,clear,0,0.48
D0008,2025-10-24,16,4,0,6,0,125,70.13,1.0863333333333334,0,clear,0,0.48
D0008,2025-10-24,17,4,0,4,0,62,44.910000000000004,1.093,0,clear,0,0.48
D0008,2025-10-25,8,5,1,2,0,47,24.97,1.193,0,clear,1,0.41
D0008,2025-10-25,9,5,1,9,0,149,97.22,1.1986666666666668,0,clear,1,0.41
D0008,2025-10-25,10,5,1,1,0,31,14.99,1.204,0,clear,1,0.41
D0008,2025-10-25,16,5,1,1,0,28,16.34,1.204,0,clear,1,0.41
D0008,2025-10-25,17,5,1,4,0,28,65.95,1.2015,0,clear,1,0.41
D0008,2025-10-26,16,6,1,1,0,27,18.06,1.602,1,rain,1,0.33
D0008,2025-10-26,17,6,1,3,0,45,43.730000000000004,1.608666666666667,1,rain,1,0.33
D0008,2025-10-26,18,6,1,8,0,179,139.67,1.6125,1,rain,1,0.33
D0008,2025-10-26,19,6,1,4,0,67,67.71000000000001,1.617,1,rain,1,0.33
